date,size,firm,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2014-08-15,2019,YouGov,34.0,38.0,7.0,13.0,4.0,NA,NA,NA,NA
2014-08-17,2049,Populus,32.0,37.0,9.0,14.0,3.0,NA,NA,NA,NA
2014-08-18,1710,YouGov,33.0,38.0,8.0,12.0,4.0,NA,NA,NA,NA
2014-08-19,2036,YouGov,36.0,37.0,9.0,12.0,3.0,NA,NA,NA,NA
2014-08-20,2070,YouGov,34.0,38.0,9.0,11.0,4.0,NA,NA,NA,NA
2014-08-21,2065,Populus,33.0,39.0,9.0,11.0,3.0,NA,NA,NA,NA
2014-08-21,2028,YouGov,33.0,38.0,8.0,12.0,5.0,NA,NA,NA,NA
2014-08-22,2058,ComRes,32.0,34.0,8.0,18.0,3.0,NA,NA,NA,NA
2014-08-22,1866,YouGov,34.0,36.0,8.0,14.0,5.0,NA,NA,NA,NA
2014-08-25,2062,Populus,32.0,38.0,8.0,15.0,3.0,NA,NA,NA,NA
2014-08-26,2021,YouGov,33.0,37.0,8.0,13.0,5.0,NA,NA,NA,NA
2014-08-27,2129,YouGov,34.0,35.0,7.0,14.0,6.0,NA,NA,NA,NA
2014-08-28,2006,Populus,35.0,34.0,8.0,13.0,5.0,NA,NA,NA,NA
2014-08-28,2046,YouGov,33.0,36.0,7.0,13.0,5.0,NA,NA,NA,NA
2014-08-29,1974,Opinium,30.0,36.0,7.0,16.0,4.0,NA,NA,NA,NA
2014-08-29,2010,YouGov,32.0,36.0,7.0,16.0,4.0,NA,NA,NA,NA
2014-08-31,1001,ComRes,28.0,35.0,9.0,17.0,6.0,NA,NA,NA,NA
2014-08-31,2010,Populus,32.0,36.0,9.0,15.0,3.0,NA,NA,NA,NA
2014-09-01,1704,YouGov,34.0,35.0,7.0,14.0,5.0,NA,NA,NA,NA
2014-09-02,2068,YouGov,32.0,35.0,8.0,15.0,5.0,NA,NA,NA,NA
2014-09-03,2103,YouGov,33.0,36.0,7.0,14.0,5.0,NA,NA,NA,NA
2014-09-04,2026,Populus,32.0,38.0,8.0,14.0,4.0,NA,NA,NA,NA
2014-09-04,2043,YouGov,32.0,36.0,7.0,16.0,5.0,NA,NA,NA,NA
2014-09-05,1961,YouGov,33.0,35.0,7.0,15.0,4.0,NA,NA,NA,NA
2014-09-07,1001,Lord Ashcroft,28.0,35.0,8.0,18.0,6.0,NA,NA,NA,NA
2014-09-07,2058,Populus,34.0,36.0,9.0,12.0,4.0,NA,NA,NA,NA
2014-09-08,1724,YouGov,31.0,36.0,8.0,16.0,5.0,NA,NA,NA,NA
2014-09-09,1010,Ipsos MORI,34.0,33.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-09-09,2099,YouGov,30.0,36.0,8.0,16.0,5.0,NA,NA,NA,NA
2014-09-10,2122,YouGov,32.0,38.0,6.0,14.0,5.0,NA,NA,NA,NA
2014-09-11,1960,Opinium,29.0,37.0,7.0,19.0,4.0,NA,NA,NA,NA
2014-09-11,2010,Populus,33.0,37.0,9.0,13.0,2.0,NA,NA,NA,NA
2014-09-11,2068,YouGov,31.0,35.0,7.0,16.0,5.0,NA,NA,NA,NA
2014-09-12,1090,Survation,31.0,35.0,8.0,19.0,3.0,NA,NA,NA,NA
2014-09-12,1900,YouGov,32.0,35.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-09-14,1002,ICM,33.0,35.0,10.0,9.0,7.0,NA,NA,NA,NA
2014-09-14,1004,Lord Ashcroft,33.0,33.0,9.0,14.0,6.0,NA,NA,NA,NA
2014-09-14,2052,Populus,34.0,35.0,9.0,13.0,3.0,NA,NA,NA,NA
2014-09-15,1703,YouGov,31.0,35.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-09-16,1052,Survation,29.0,34.0,11.0,18.0,4.0,NA,NA,NA,NA
2014-09-16,1977,YouGov,34.0,37.0,7.0,12.0,6.0,NA,NA,NA,NA
2014-09-17,8053,Lord Ashcroft,30.0,35.0,7.0,19.0,5.0,NA,NA,NA,NA
2014-09-17,2029,YouGov,33.0,36.0,8.0,13.0,5.0,NA,NA,NA,NA
2014-09-18,2268,Populus,32.0,36.0,9.0,15.0,4.0,NA,NA,NA,NA
2014-09-18,2072,YouGov,33.0,35.0,8.0,14.0,5.0,NA,NA,NA,NA
2014-09-19,2126,YouGov,31.0,36.0,7.0,16.0,5.0,NA,NA,NA,NA
2014-09-21,1004,Lord Ashcroft,27.0,33.0,9.0,17.0,6.0,NA,NA,NA,NA
2014-09-21,2048,Populus,33.0,37.0,9.0,12.0,4.0,NA,NA,NA,NA
2014-09-22,1671,YouGov,33.0,35.0,7.0,14.0,5.0,NA,NA,NA,NA
2014-09-23,2141,YouGov,31.0,37.0,7.0,15.0,5.0,NA,NA,NA,NA
2014-09-24,2117,YouGov,33.0,37.0,7.0,13.0,5.0,NA,NA,NA,NA
2014-09-25,2034,Populus,33.0,37.0,9.0,13.0,3.0,NA,NA,NA,NA
2014-09-25,1972,YouGov,31.0,37.0,7.0,13.0,5.0,NA,NA,NA,NA
2014-09-26,2003,ComRes,29.0,35.0,7.0,19.0,4.0,NA,NA,NA,NA
2014-09-26,1984,Opinium,32.0,34.0,7.0,17.0,4.0,NA,NA,NA,NA
2014-09-26,1992,YouGov,31.0,36.0,6.0,15.0,6.0,NA,NA,NA,NA
2014-09-28,1007,ComRes,29.0,35.0,10.0,15.0,4.0,NA,NA,NA,NA
2014-09-28,1000,Lord Ashcroft,32.0,32.0,8.0,17.0,4.0,NA,NA,NA,NA
2014-09-28,2024,Populus,34.0,36.0,7.0,14.0,5.0,NA,NA,NA,NA
2014-09-29,1715,YouGov,31.0,36.0,7.0,16.0,4.0,NA,NA,NA,NA
2014-09-30,2106,YouGov,31.0,36.0,7.0,15.0,5.0,NA,NA,NA,NA
2014-10-01,2068,YouGov,31.0,38.0,7.0,15.0,5.0,NA,NA,NA,NA
2014-10-02,2014,Populus,33.0,38.0,8.0,13.0,3.0,NA,NA,NA,NA
2014-10-02,2133,YouGov,35.0,34.0,6.0,14.0,5.0,NA,NA,NA,NA
2014-10-03,2130,YouGov,36.0,34.0,7.0,13.0,5.0,NA,NA,NA,NA
2014-10-05,1002,Lord Ashcroft,32.0,30.0,7.0,17.0,7.0,NA,NA,NA,NA
2014-10-05,2037,Populus,31.0,37.0,8.0,15.0,3.0,NA,NA,NA,NA
2014-10-06,1739,YouGov,35.0,33.0,8.0,13.0,4.0,NA,NA,NA,NA
2014-10-07,2155,YouGov,32.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2014-10-08,1862,YouGov,33.0,34.0,7.0,14.0,6.0,NA,NA,NA,NA
2014-10-09,5059,Lord Ashcroft,31.0,34.0,8.0,18.0,4.0,NA,NA,NA,NA
2014-10-09,1968,Opinium,28.0,35.0,9.0,17.0,4.0,NA,NA,NA,NA
2014-10-09,2055,Populus,34.0,35.0,9.0,13.0,4.0,NA,NA,NA,NA
2014-10-09,2049,YouGov,30.0,35.0,9.0,15.0,5.0,NA,NA,NA,NA
2014-10-10,1003,Survation,31.0,31.0,7.0,25.0,2.0,NA,NA,NA,NA
2014-10-10,2167,YouGov,32.0,34.0,9.0,16.0,5.0,NA,NA,NA,NA
2014-10-12,1001,ICM,31.0,35.0,11.0,14.0,4.0,NA,NA,NA,NA
2014-10-12,1001,Lord Ashcroft,28.0,32.0,8.0,19.0,5.0,NA,NA,NA,NA
2014-10-12,2067,Populus,35.0,36.0,9.0,13.0,3.0,NA,NA,NA,NA
2014-10-13,1782,YouGov,31.0,34.0,7.0,17.0,4.0,NA,NA,NA,NA
2014-10-14,1002,Ipsos MORI,30.0,33.0,8.0,16.0,5.0,NA,NA,NA,NA
2014-10-14,2144,YouGov,30.0,34.0,8.0,18.0,5.0,NA,NA,NA,NA
2014-10-15,2133,YouGov,31.0,33.0,7.0,19.0,5.0,NA,NA,NA,NA
2014-10-16,1004,ComRes,31.0,34.0,7.0,19.0,4.0,NA,NA,NA,NA
2014-10-16,2031,Populus,33.0,35.0,10.0,14.0,4.0,NA,NA,NA,NA
2014-10-16,2045,YouGov,31.0,32.0,8.0,18.0,7.0,NA,NA,NA,NA
2014-10-17,1966,YouGov,32.0,35.0,7.0,16.0,5.0,NA,NA,NA,NA
2014-10-19,1000,Lord Ashcroft,28.0,31.0,7.0,18.0,8.0,NA,NA,NA,NA
2014-10-19,2058,Populus,34.0,36.0,9.0,13.0,3.0,NA,NA,NA,NA
2014-10-20,1727,YouGov,31.0,33.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-10-21,2103,YouGov,32.0,33.0,8.0,16.0,5.0,NA,NA,NA,NA
2014-10-22,2052,YouGov,31.0,33.0,7.0,17.0,6.0,NA,NA,NA,NA
2014-10-23,2029,Populus,33.0,35.0,9.0,15.0,3.0,NA,NA,NA,NA
2014-10-23,2020,YouGov,34.0,34.0,6.0,15.0,6.0,NA,NA,NA,NA
2014-10-24,1972,Opinium,33.0,33.0,6.0,18.0,4.0,NA,NA,NA,NA
2014-10-24,2069,YouGov,33.0,33.0,7.0,16.0,6.0,NA,NA,NA,NA
2014-10-26,1002,ComRes,30.0,30.0,9.0,19.0,4.0,NA,NA,NA,NA
2014-10-26,1003,Lord Ashcroft,31.0,31.0,7.0,18.0,5.0,NA,NA,NA,NA
2014-10-26,2004,Populus,34.0,36.0,8.0,13.0,3.0,NA,NA,NA,NA
2014-10-27,1629,YouGov,32.0,32.0,8.0,18.0,6.0,NA,NA,NA,NA
2014-10-28,2052,YouGov,32.0,33.0,8.0,17.0,5.0,NA,NA,NA,NA
2014-10-29,1972,YouGov,31.0,34.0,6.0,17.0,7.0,NA,NA,NA,NA
2014-10-30,2035,Populus,34.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2014-10-30,1883,YouGov,33.0,32.0,7.0,15.0,7.0,NA,NA,NA,NA
2014-10-31,1808,YouGov,31.0,32.0,7.0,18.0,6.0,NA,NA,NA,NA
2014-11-01,2012,Survation,27.0,31.0,9.0,24.0,3.0,NA,NA,NA,NA
2014-11-02,1002,Lord Ashcroft,30.0,29.0,10.0,16.0,6.0,NA,NA,NA,NA
2014-11-02,2019,Populus,34.0,35.0,9.0,13.0,4.0,NA,NA,NA,NA
2014-11-03,1652,YouGov,33.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2014-11-04,1988,YouGov,32.0,34.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-05,2047,YouGov,32.0,33.0,7.0,17.0,7.0,NA,NA,NA,NA
2014-11-06,2011,Populus,33.0,35.0,9.0,14.0,4.0,NA,NA,NA,NA
2014-11-06,2041,YouGov,32.0,33.0,8.0,15.0,7.0,NA,NA,NA,NA
2014-11-07,1980,Opinium,29.0,32.0,9.0,19.0,4.0,NA,NA,NA,NA
2014-11-07,1020,Survation,29.0,34.0,6.0,23.0,4.0,NA,NA,NA,NA
2014-11-07,2022,YouGov,33.0,33.0,7.0,16.0,6.0,NA,NA,NA,NA
2014-11-09,1002,ICM,31.0,32.0,11.0,14.0,6.0,NA,NA,NA,NA
2014-11-09,1005,Lord Ashcroft,30.0,29.0,10.0,16.0,7.0,NA,NA,NA,NA
2014-11-09,2047,Populus,34.0,36.0,8.0,13.0,4.0,NA,NA,NA,NA
2014-11-10,1011,Ipsos MORI,32.0,29.0,9.0,14.0,7.0,NA,NA,NA,NA
2014-11-10,1656,YouGov,32.0,33.0,6.0,17.0,6.0,NA,NA,NA,NA
2014-11-11,2143,YouGov,33.0,34.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-12,1972,YouGov,32.0,35.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-13,2052,Populus,33.0,35.0,9.0,13.0,4.0,NA,NA,NA,NA
2014-11-13,2003,YouGov,33.0,32.0,8.0,15.0,6.0,NA,NA,NA,NA
2014-11-14,2000,ComRes,30.0,34.0,8.0,19.0,3.0,NA,NA,NA,NA
2014-11-14,1975,YouGov,31.0,33.0,7.0,18.0,5.0,NA,NA,NA,NA
2014-11-16,1004,Lord Ashcroft,29.0,30.0,9.0,16.0,7.0,NA,NA,NA,NA
2014-11-16,2054,Populus,35.0,36.0,7.0,11.0,5.0,NA,NA,NA,NA
2014-11-17,1947,Opinium,34.0,33.0,5.0,18.0,5.0,NA,NA,NA,NA
2014-11-17,1589,YouGov,33.0,32.0,7.0,15.0,8.0,NA,NA,NA,NA
2014-11-18,1975,YouGov,32.0,34.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-19,1906,YouGov,34.0,33.0,7.0,14.0,6.0,NA,NA,NA,NA
2014-11-20,1948,Opinium,30.0,33.0,7.0,19.0,4.0,NA,NA,NA,NA
2014-11-20,2013,Populus,33.0,36.0,9.0,14.0,4.0,NA,NA,NA,NA
2014-11-20,1995,YouGov,34.0,33.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-21,1970,YouGov,33.0,33.0,7.0,16.0,6.0,NA,NA,NA,NA
2014-11-21,2314,YouGov,33.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2014-11-23,1004,Lord Ashcroft,27.0,32.0,7.0,18.0,7.0,NA,NA,NA,NA
2014-11-23,2049,Populus,31.0,36.0,9.0,15.0,5.0,NA,NA,NA,NA
2014-11-24,20011,Lord Ashcroft,30.0,33.0,7.0,19.0,6.0,NA,NA,NA,NA
2014-11-24,1641,YouGov,30.0,34.0,6.0,18.0,6.0,NA,NA,NA,NA
2014-11-25,1890,YouGov,32.0,33.0,7.0,16.0,6.0,NA,NA,NA,NA
2014-11-26,2067,YouGov,33.0,32.0,6.0,16.0,7.0,NA,NA,NA,NA
2014-11-27,2048,Populus,32.0,37.0,9.0,14.0,4.0,NA,NA,NA,NA
2014-11-27,1194,TNS,30.0,31.0,6.0,19.0,6.0,NA,NA,NA,NA
2014-11-27,1970,YouGov,31.0,31.0,8.0,17.0,6.0,NA,NA,NA,NA
2014-11-28,2018,YouGov,32.0,34.0,7.0,15.0,6.0,NA,NA,NA,NA
2014-11-30,1005,ComRes,28.0,31.0,9.0,18.0,7.0,NA,NA,NA,NA
2014-11-30,1003,Lord Ashcroft,30.0,32.0,7.0,16.0,6.0,NA,NA,NA,NA
2014-11-30,2053,Populus,32.0,35.0,9.0,14.0,5.0,NA,NA,NA,NA
2014-12-01,1763,YouGov,32.0,32.0,8.0,15.0,6.0,NA,NA,NA,NA
2014-12-02,1912,YouGov,32.0,33.0,7.0,16.0,7.0,NA,NA,NA,NA
2014-12-03,1925,YouGov,32.0,31.0,6.0,17.0,7.0,NA,NA,NA,NA
2014-12-04,1940,Opinium,29.0,34.0,6.0,19.0,6.0,NA,NA,NA,NA
2014-12-04,1271,Populus,33.0,35.0,9.0,14.0,4.0,NA,NA,NA,NA
2014-12-04,1663,YouGov,31.0,32.0,7.0,15.0,8.0,NA,NA,NA,NA
2014-12-05,1838,YouGov,32.0,32.0,6.0,17.0,7.0,NA,NA,NA,NA
2014-12-07,1001,Lord Ashcroft,30.0,31.0,8.0,19.0,5.0,NA,NA,NA,NA
2014-12-07,1323,Populus,33.0,36.0,8.0,15.0,4.0,NA,NA,NA,NA
2014-12-08,1925,YouGov,34.0,33.0,6.0,15.0,6.0,NA,NA,NA,NA
2014-12-09,1959,YouGov,32.0,32.0,8.0,15.0,7.0,NA,NA,NA,NA
2014-12-10,1983,YouGov,33.0,33.0,6.0,15.0,7.0,NA,NA,NA,NA
2014-12-11,1140,Populus,34.0,35.0,9.0,14.0,4.0,NA,NA,NA,NA
2014-12-11,2088,YouGov,32.0,34.0,7.0,14.0,7.0,NA,NA,NA,NA
2014-12-12,2014,ComRes,33.0,34.0,8.0,18.0,2.0,NA,NA,NA,NA
2014-12-12,1941,YouGov,32.0,32.0,7.0,16.0,7.0,NA,NA,NA,NA
2014-12-14,1002,ComRes,29.0,32.0,12.0,16.0,5.0,NA,NA,NA,NA
2014-12-14,2074,Populus,34.0,36.0,10.0,12.0,5.0,NA,NA,NA,NA
2014-12-15,1012,Ipsos MORI,32.0,29.0,9.0,13.0,9.0,NA,NA,NA,NA
2014-12-15,1180,TNS,28.0,35.0,5.0,19.0,7.0,NA,NA,NA,NA
2014-12-15,1648,YouGov,32.0,34.0,6.0,14.0,8.0,NA,NA,NA,NA
2014-12-16,1001,ICM,28.0,33.0,14.0,14.0,5.0,NA,NA,NA,NA
2014-12-16,2021,YouGov,33.0,34.0,6.0,16.0,6.0,NA,NA,NA,NA
2014-12-17,2087,YouGov,33.0,33.0,8.0,14.0,7.0,NA,NA,NA,NA
2014-12-18,2069,Populus,34.0,35.0,9.0,13.0,4.0,NA,NA,NA,NA
2014-12-18,1981,YouGov,30.0,35.0,6.0,16.0,8.0,NA,NA,NA,NA
2014-12-19,1427,Opinium,29.0,36.0,6.0,16.0,5.0,NA,NA,NA,NA
2014-12-19,1009,Survation,30.0,33.0,10.0,21.0,3.0,NA,NA,NA,NA
2014-12-19,2109,YouGov,32.0,34.0,6.0,15.0,8.0,NA,NA,NA,NA
2014-12-21,2051,Populus,35.0,35.0,9.0,12.0,4.0,NA,NA,NA,NA
2014-12-22,1642,YouGov,32.0,36.0,6.0,16.0,5.0,NA,NA,NA,NA
2014-12-23,2003,Opinium,29.0,33.0,6.0,19.0,6.0,NA,NA,NA,NA
2015-01-02,1970,Opinium,32.0,33.0,8.0,17.0,4.0,NA,NA,NA,NA
2015-01-04,2046,Populus,34.0,36.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-01-05,1728,YouGov,31.0,34.0,7.0,14.0,8.0,NA,NA,NA,NA
2015-01-06,1769,YouGov,33.0,33.0,7.0,13.0,8.0,NA,NA,NA,NA
2015-01-07,1707,YouGov,32.0,33.0,7.0,15.0,7.0,NA,NA,NA,NA
2015-01-08,2046,Populus,33.0,34.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-01-08,1201,TNS,28.0,35.0,6.0,18.0,5.0,NA,NA,NA,NA
2015-01-08,1753,YouGov,33.0,33.0,8.0,13.0,7.0,NA,NA,NA,NA
2015-01-09,1684,YouGov,32.0,32.0,7.0,18.0,6.0,NA,NA,NA,NA
2015-01-11,1002,Lord Ashcroft,34.0,28.0,8.0,16.0,8.0,NA,NA,NA,NA
2015-01-11,2056,Populus,32.0,37.0,10.0,13.0,4.0,NA,NA,NA,NA
2015-01-12,1649,YouGov,32.0,33.0,6.0,17.0,6.0,NA,NA,NA,NA
2015-01-13,1010,Ipsos MORI,33.0,34.0,8.0,11.0,8.0,NA,NA,NA,NA
2015-01-13,1782,YouGov,32.0,33.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-01-14,1834,YouGov,32.0,34.0,6.0,15.0,7.0,NA,NA,NA,NA
2015-01-15,2023,ComRes,33.0,34.0,7.0,18.0,3.0,NA,NA,NA,NA
2015-01-15,1966,Opinium,28.0,33.0,7.0,20.0,6.0,NA,NA,NA,NA
2015-01-15,2070,Populus,32.0,35.0,9.0,14.0,6.0,NA,NA,NA,NA
2015-01-15,1763,YouGov,31.0,33.0,7.0,16.0,7.0,NA,NA,NA,NA
2015-01-15,1660,YouGov,32.0,32.0,6.0,16.0,8.0,NA,NA,NA,NA
2015-01-16,1647,YouGov,31.0,32.0,7.0,18.0,7.0,NA,NA,NA,NA
2015-01-18,1004,Lord Ashcroft,29.0,28.0,9.0,15.0,11.0,NA,NA,NA,NA
2015-01-18,2036,Populus,35.0,36.0,8.0,13.0,4.0,NA,NA,NA,NA
2015-01-19,1002,ICM,30.0,33.0,11.0,11.0,9.0,NA,NA,NA,NA
2015-01-19,1188,TNS,31.0,31.0,8.0,16.0,7.0,NA,NA,NA,NA
2015-01-19,1747,YouGov,32.0,32.0,8.0,15.0,7.0,NA,NA,NA,NA
2015-01-20,1570,YouGov,32.0,30.0,8.0,15.0,10.0,NA,NA,NA,NA
2015-01-21,1645,YouGov,33.0,34.0,6.0,14.0,8.0,NA,NA,NA,NA
2015-01-22,2049,Populus,32.0,36.0,9.0,13.0,6.0,NA,NA,NA,NA
2015-01-22,1640,YouGov,31.0,33.0,7.0,17.0,8.0,NA,NA,NA,NA
2015-01-23,1578,YouGov,32.0,32.0,7.0,15.0,7.0,NA,NA,NA,NA
2015-01-25,2039,Populus,34.0,35.0,9.0,13.0,6.0,NA,NA,NA,NA
2015-01-25,1014,Survation,31.0,30.0,7.0,23.0,3.0,NA,NA,NA,NA
2015-01-25,1001,ComRes,31.0,30.0,8.0,17.0,7.0,NA,NA,NA,NA
2015-01-25,1001,Lord Ashcroft,32.0,32.0,6.0,15.0,9.0,NA,NA,NA,NA
2015-01-26,975,TNS-BMRB,28.0,39.0,4.0,14.0,8.0,NA,NA,NA,NA
2015-01-26,1656,YouGov,34.0,33.0,6.0,15.0,7.0,NA,NA,NA,NA
2015-01-27,1655,YouGov,34.0,33.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-01-28,1548,YouGov,33.0,33.0,6.0,16.0,7.0,NA,NA,NA,NA
2015-01-29,2020,Populus,34.0,35.0,10.0,14.0,4.0,NA,NA,NA,NA
2015-01-29,1593,YouGov,34.0,34.0,6.0,14.0,7.0,NA,NA,NA,NA
2015-01-30,1975,Opinium,32.0,33.0,5.0,18.0,6.0,NA,NA,NA,NA
2015-01-30,1550,YouGov,32.0,35.0,7.0,15.0,6.0,NA,NA,NA,NA
2015-02-01,1002,Lord Ashcroft,31.0,31.0,8.0,15.0,9.0,NA,NA,NA,NA
2015-02-02,2040,Populus,31.0,34.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-02-02,1182,TNS,27.0,33.0,6.0,18.0,8.0,NA,NA,NA,NA
2015-02-02,1630,YouGov,33.0,35.0,7.0,14.0,6.0,NA,NA,NA,NA
2015-02-03,1705,YouGov,33.0,33.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-02-04,1749,YouGov,34.0,33.0,6.0,13.0,7.0,NA,NA,NA,NA
2015-02-05,2056,Populus,31.0,34.0,8.0,16.0,5.0,NA,NA,NA,NA
2015-02-05,1719,YouGov,32.0,33.0,9.0,15.0,5.0,NA,NA,NA,NA
2015-02-06,1947,Opinium,32.0,34.0,7.0,15.0,8.0,NA,NA,NA,NA
2015-02-06,1668,YouGov,32.0,33.0,7.0,15.0,8.0,NA,NA,NA,NA
2015-02-08,1003,Lord Ashcroft,34.0,31.0,9.0,14.0,6.0,NA,NA,NA,NA
2015-02-08,2003,Populus,33.0,34.0,8.0,15.0,4.0,NA,NA,NA,NA
2015-02-09,1552,YouGov,34.0,33.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-02-10,1010,Ipsos MORI,34.0,36.0,6.0,9.0,7.0,NA,NA,NA,NA
2015-02-10,1677,YouGov,33.0,35.0,6.0,13.0,8.0,NA,NA,NA,NA
2015-02-11,1764,YouGov,32.0,33.0,7.0,15.0,7.0,NA,NA,NA,NA
2015-02-12,2017,ComRes,32.0,34.0,7.0,16.0,4.0,NA,NA,NA,NA
2015-02-12,1969,Opinium,33.0,35.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-02-12,2055,Populus,31.0,34.0,9.0,14.0,6.0,NA,NA,NA,NA
2015-02-12,1592,YouGov,31.0,34.0,7.0,15.0,7.0,NA,NA,NA,NA
2015-02-13,1620,YouGov,32.0,35.0,7.0,15.0,7.0,NA,NA,NA,NA
2015-02-15,1000,ICM,36.0,32.0,10.0,9.0,7.0,NA,NA,NA,NA
2015-02-15,1004,Lord Ashcroft,30.0,31.0,9.0,16.0,8.0,NA,NA,NA,NA
2015-02-15,2012,Populus,31.0,33.0,10.0,15.0,5.0,NA,NA,NA,NA
2015-02-16,1193,TNS,28.0,35.0,6.0,18.0,7.0,NA,NA,NA,NA
2015-02-16,1580,YouGov,32.0,32.0,6.0,16.0,8.0,NA,NA,NA,NA
2015-02-17,1548,YouGov,33.0,34.0,6.0,15.0,7.0,NA,NA,NA,NA
2015-02-18,1743,YouGov,32.0,34.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-02-19,2011,Populus,31.0,32.0,9.0,17.0,6.0,NA,NA,NA,NA
2015-02-19,1564,YouGov,32.0,33.0,9.0,15.0,6.0,NA,NA,NA,NA
2015-02-20,1975,Opinium,35.0,33.0,6.0,15.0,7.0,NA,NA,NA,NA
2015-02-20,1568,YouGov,33.0,34.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-02-22,1004,Lord Ashcroft,32.0,36.0,7.0,11.0,8.0,NA,NA,NA,NA
2015-02-22,2059,Populus,32.0,32.0,9.0,15.0,6.0,NA,NA,NA,NA
2015-02-23,1004,ComRes,34.0,32.0,8.0,13.0,8.0,NA,NA,NA,NA
2015-02-23,1046,Survation,28.0,34.0,10.0,19.0,4.0,NA,NA,NA,NA
2015-02-23,1772,YouGov,33.0,33.0,8.0,13.0,7.0,NA,NA,NA,NA
2015-02-24,1520,YouGov,35.0,33.0,6.0,14.0,7.0,NA,NA,NA,NA
2015-02-25,1581,YouGov,33.0,33.0,8.0,15.0,6.0,NA,NA,NA,NA
2015-02-26,1948,Opinium,34.0,35.0,6.0,14.0,6.0,NA,NA,NA,NA
2015-02-26,1638,YouGov,33.0,34.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-02-27,2005,Populus,31.0,33.0,9.0,16.0,6.0,NA,NA,NA,NA
2015-02-27,1959,YouGov,34.0,34.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-03-01,1003,Lord Ashcroft,34.0,31.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-03-01,2056,Populus,32.0,34.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-03-02,1866,YouGov,35.0,32.0,7.0,15.0,6.0,NA,NA,NA,NA
2015-03-03,1701,YouGov,36.0,34.0,5.0,14.0,6.0,NA,NA,NA,NA
2015-03-04,1544,YouGov,34.0,34.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-03-05,2063,Populus,31.0,33.0,8.0,16.0,5.0,NA,NA,NA,NA
2015-03-05,1748,YouGov,31.0,35.0,6.0,15.0,8.0,NA,NA,NA,NA
2015-03-06,1961,Opinium,34.0,34.0,8.0,14.0,7.0,NA,NA,NA,NA
2015-03-06,1754,YouGov,34.0,33.0,8.0,15.0,5.0,NA,NA,NA,NA
2015-03-08,1003,Lord Ashcroft,34.0,30.0,5.0,15.0,8.0,NA,NA,NA,NA
2015-03-08,2026,Populus,32.0,33.0,9.0,15.0,6.0,NA,NA,NA,NA
2015-03-09,1745,YouGov,35.0,31.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-03-10,1598,YouGov,33.0,31.0,8.0,15.0,6.0,NA,NA,NA,NA
2015-03-11,1025,Ipsos MORI,33.0,34.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-03-11,1728,YouGov,34.0,35.0,7.0,14.0,5.0,NA,NA,NA,NA
2015-03-12,1947,Opinium,33.0,35.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-03-12,2041,Populus,29.0,32.0,8.0,18.0,6.0,NA,NA,NA,NA
2015-03-12,1619,YouGov,33.0,32.0,7.0,16.0,6.0,NA,NA,NA,NA
2015-03-13,2002,ComRes,33.0,35.0,7.0,16.0,4.0,NA,NA,NA,NA
2015-03-13,1669,YouGov,34.0,34.0,7.0,14.0,5.0,NA,NA,NA,NA
2015-03-15,1001,ICM,36.0,35.0,8.0,9.0,4.0,NA,NA,NA,NA
2015-03-15,1002,Lord Ashcroft,31.0,29.0,8.0,15.0,8.0,NA,NA,NA,NA
2015-03-15,2041,Populus,34.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2015-03-16,1188,TNS,33.0,32.0,7.0,17.0,4.0,NA,NA,NA,NA
2015-03-16,1683,YouGov,33.0,35.0,7.0,13.0,7.0,NA,NA,NA,NA
2015-03-17,1830,YouGov,34.0,36.0,7.0,12.0,6.0,NA,NA,NA,NA
